50,50,5,5,50,0,1
55,55,5,5,45,0,1
60,60,5,5,40,0,1
65,65,5,5,35,0,1
70,70,5,5,30,0,1
75,75,5,5,25,0,0
80,80,5,5,25,1,0
85,85,5,5,30,1,0
90,90,5,5,35,1,0
95,95,5,5,40,1,0
100,100,5,5,45,1,0
105,105,5,5,50,1,0
110,110,5,5,55,1,0
115,115,5,5,60,1,0
120,120,5,5,65,1,0
125,125,5,5,70,1,0
130,130,5,5,75,1,0
135,135,5,5,80,1,0
140,140,5,5,85,1,0
145,145,5,5,90,1,0
150,150,5,5,95,1,0
155,155,5,5,100,1,0
160,160,5,5,105,1,0
165,165,5,5,110,1,0
170,170,5,5,115,1,0
175,175,5,5,120,1,0
180,180,5,5,125,1,0
185,185,5,5,130,1,0
190,190,5,5,135,1,0
195,195,5,5,140,1,0
200,200,5,5,145,1,0
205,205,5,5,150,1,0
210,210,5,5,155,1,0
215,215,5,5,160,1,0
220,220,5,5,165,1,0
225,225,5,5,170,1,0
230,230,5,5,175,1,0
235,235,5,5,180,1,0
240,240,5,5,185,1,0
245,245,5,5,190,1,0
250,250,5,5,195,1,0
255,255,5,5,200,1,0
260,260,5,5,205,1,0
265,265,5,5,210,1,0
270,270,5,5,215,1,0
275,275,5,5,220,1,0
280,280,5,5,225,1,0
285,285,5,5,230,1,0
290,290,5,5,235,1,0
295,295,5,5,240,1,0
300,300,5,5,245,1,0
305,305,5,5,250,1,0
310,310,5,5,255,1,0
315,315,5,5,260,1,0
320,320,5,5,265,1,0
325,325,5,5,270,1,0
330,330,5,5,275,1,0
335,335,5,5,280,1,0
340,340,5,5,285,1,0
345,345,5,5,290,1,0
350,350,5,5,295,1,0
355,355,5,5,300,1,0
360,360,5,5,305,1,0
365,365,5,5,310,1,0
370,370,5,5,315,1,0
375,375,5,5,320,1,0
380,380,5,5,325,1,0
385,385,5,5,330,1,0
390,390,5,5,335,1,0
395,395,5,5,340,1,0
400,400,5,5,345,1,0
405,405,5,5,350,1,0
410,410,5,5,355,1,0
415,415,5,5,360,1,0
420,420,5,5,365,1,0
425,425,5,5,370,1,0
430,430,5,5,375,1,0
435,435,5,5,380,1,0
440,440,5,5,385,1,0
445,445,5,5,390,1,0
450,450,5,5,395,1,0
455,455,5,5,400,1,0
460,460,5,5,405,1,0
465,465,5,5,410,1,0
470,470,5,5,415,1,0
475,475,5,5,420,1,0
480,480,5,5,425,1,0
485,485,5,5,430,1,0
490,490,5,5,435,1,0
495,495,5,5,440,1,0
500,500,5,5,445,1,0
505,505,5,5,450,1,0
510,510,5,5,455,1,0
515,515,5,5,460,1,0
520,520,5,5,465,1,0
525,525,5,5,470,1,0
530,530,5,5,475,1,0
535,535,5,5,480,1,0
540,540,5,5,485,1,0
545,545,5,5,490,1,0
550,550,5,5,495,1,0
555,555,5,5,500,1,0
560,560,5,5,505,1,0
565,565,5,-5,510,1,0
570,560,5,-5,515,1,0
575,555,5,-5,520,1,0
580,550,5,-5,525,1,0
585,545,5,-5,530,1,0
590,540,5,-5,535,1,0
595,535,5,-5,540,1,0
600,530,5,-5,545,1,0
605,525,5,-5,550,1,0
610,520,5,-5,555,1,0
615,515,5,-5,560,1,0
620,510,5,-5,565,1,0
625,505,5,-5,570,1,0
630,500,5,-5,575,1,0
635,495,5,-5,580,1,0
640,490,5,-5,585,1,0
645,485,5,-5,590,1,0
650,480,5,-5,595,1,0
655,475,5,-5,600,1,0
660,470,5,-5,605,1,0
665,465,5,-5,610,1,0
670,460,5,-5,615,1,0
675,455,5,-5,620,1,0
680,450,5,-5,625,1,0
685,445,5,-5,630,1,0
690,440,5,-5,635,1,0
695,435,5,-5,640,1,0
700,430,5,-5,645,1,0
705,425,5,-5,650,1,0
710,420,5,-5,655,1,0
715,415,5,-5,660,1,0
720,410,5,-5,665,1,0
725,405,5,-5,670,1,0
730,400,5,-5,675,1,0
735,395,5,-5,680,1,0
740,390,5,-5,685,1,0
745,385,5,-5,690,1,0
750,380,5,-5,695,1,0
755,375,5,-5,700,1,0
760,370,5,-5,705,1,0
765,365,5,-5,710,1,0
770,360,5,-5,715,1,0
775,355,5,-5,720,1,0
780,350,5,-5,725,1,0
785,345,5,-5,730,1,0
785,340,-5,-5,735,0,0
780,335,-5,-5,735,0,1
775,330,-5,-5,730,0,1
770,325,-5,-5,725,0,1
765,320,-5,-5,720,0,1
760,315,-5,-5,715,0,1
755,310,-5,-5,710,0,1
750,305,-5,-5,705,0,1
745,300,-5,-5,700,0,1
740,295,-5,-5,695,0,1
735,290,-5,-5,690,0,1
730,285,-5,-5,685,0,1
725,280,-5,-5,680,0,1
720,275,-5,-5,675,0,1
715,270,-5,-5,670,0,1
710,265,-5,-5,665,0,1
705,260,-5,-5,660,0,1
700,255,-5,-5,655,0,1
695,250,-5,-5,650,0,1
690,245,-5,-5,645,0,1
685,240,-5,-5,640,0,1
680,235,-5,-5,635,0,1
675,230,-5,-5,630,0,1
670,225,-5,-5,625,0,1
665,220,-5,-5,620,0,1
660,215,-5,-5,615,0,1
655,210,-5,-5,610,0,1
650,205,-5,-5,605,0,1
645,200,-5,-5,600,0,1
640,195,-5,-5,595,0,1
635,190,-5,-5,590,0,1
630,185,-5,-5,585,0,1
625,180,-5,-5,580,0,1
620,175,-5,-5,575,0,1
615,170,-5,-5,570,0,1
610,165,-5,-5,565,0,1
605,160,-5,-5,560,0,1
600,155,-5,-5,555,0,1
595,150,-5,-5,550,0,1
590,145,-5,-5,545,0,1
585,140,-5,-5,540,0,1
580,135,-5,-5,535,0,1
575,130,-5,-5,530,0,1
570,125,-5,-5,525,0,1
565,120,-5,-5,520,0,1
560,115,-5,-5,515,0,1
555,110,-5,-5,510,0,1
550,105,-5,-5,505,0,1
545,100,-5,-5,500,0,1
540,95,-5,-5,495,0,1
535,90,-5,-5,490,0,1
530,85,-5,-5,485,0,1
525,80,-5,-5,480,0,1
520,75,-5,-5,475,0,1
515,70,-5,-5,470,0,1
510,65,-5,-5,465,0,1
505,60,-5,-5,460,0,1
500,55,-5,-5,455,0,1
495,50,-5,-5,450,0,1
490,45,-5,-5,445,0,1
485,40,-5,-5,440,0,1
480,35,-5,-5,435,0,1
475,30,-5,-5,430,0,1
470,25,-5,-5,425,0,1
465,20,-5,-5,420,0,1
460,15,-5,-5,415,0,1
455,10,-5,-5,410,0,1
450,5,-5,-5,405,0,1
445,0,-5,-5,400,0,1
440,0,-5,5,395,0,1
435,5,-5,5,390,0,1
430,10,-5,5,385,0,1
425,15,-5,5,380,0,1
420,20,-5,5,375,0,1
415,25,-5,5,370,0,1
410,30,-5,5,365,0,1
405,35,-5,5,360,0,1
400,40,-5,5,355,0,1
395,45,-5,5,350,0,1
390,50,-5,5,345,0,1
385,55,-5,5,340,0,1
380,60,-5,5,335,0,1
375,65,-5,5,330,0,1
370,70,-5,5,325,0,1
365,75,-5,5,320,0,1
360,80,-5,5,315,0,1
355,85,-5,5,310,0,1
350,90,-5,5,305,0,1
345,95,-5,5,300,0,1
340,100,-5,5,295,0,1
335,105,-5,5,290,0,1
330,110,-5,5,285,0,1
325,115,-5,5,280,0,1
320,120,-5,5,275,0,1
315,125,-5,5,270,0,1
310,130,-5,5,265,0,1
305,135,-5,5,260,0,1
300,140,-5,5,255,0,1
295,145,-5,5,250,0,1
290,150,-5,5,245,0,1
285,155,-5,5,240,0,1
280,160,-5,5,235,0,1
275,165,-5,5,230,0,1
270,170,-5,5,225,0,1
265,175,-5,5,220,0,1
260,180,-5,5,215,0,1
255,185,-5,5,210,0,1
250,190,-5,5,205,0,1
245,195,-5,5,200,0,1
240,200,-5,5,195,0,1
235,205,-5,5,190,0,1
230,210,-5,5,185,0,1
225,215,-5,5,180,0,1
220,220,-5,5,175,0,1
215,225,-5,5,170,0,1
210,230,-5,5,165,0,1
205,235,-5,5,160,0,1
200,240,-5,5,155,0,1
195,245,-5,5,150,0,1
190,250,-5,5,145,0,1
185,255,-5,5,140,0,1
180,260,-5,5,135,0,1
175,265,-5,5,130,0,1
170,270,-5,5,125,0,1
165,275,-5,5,120,0,1
160,280,-5,5,115,0,1
155,285,-5,5,110,0,1
150,290,-5,5,105,0,1
145,295,-5,5,100,0,1
140,300,-5,5,95,0,1
135,305,-5,5,90,0,1
130,310,-5,5,85,0,1
125,315,-5,5,80,0,1
120,320,-5,5,75,0,1
115,325,-5,5,70,0,1
110,330,-5,5,65,0,1
105,335,-5,5,60,0,1
100,340,-5,5,55,0,1
95,345,-5,5,50,0,1
90,350,-5,5,45,0,1
85,355,-5,5,40,0,1
80,360,-5,5,35,0,1
75,365,-5,5,30,0,1
70,370,-5,5,25,0,1
65,375,-5,5,20,0,1
60,380,-5,5,15,0,1
55,385,-5,5,10,0,1
50,390,-5,5,5,0,1
45,395,-5,5,0,0,1
40,400,-5,5,-5,0,1
35,405,-5,5,-10,0,1
30,410,-5,5,-15,0,1
25,415,-5,5,-20,0,1
20,420,-5,5,-25,0,1
15,425,-5,5,-30,0,1
10,430,-5,5,-35,0,1
5,435,-5,5,-40,0,1
0,440,-5,5,-45,0,1
0,445,5,5,-50,0,0
5,450,5,5,-50,1,0
10,455,5,5,-45,1,0
15,460,5,5,-40,1,0
20,465,5,5,-35,1,0
25,470,5,5,-30,1,0
30,475,5,5,-25,1,0
35,480,5,5,-20,1,0
40,485,5,5,-15,1,0
45,490,5,5,-10,1,0
50,495,5,5,-5,1,0
55,500,5,5,0,1,0
60,505,5,5,5,1,0
65,510,5,5,10,1,0
70,515,5,5,15,1,0
75,520,5,5,20,1,0
80,525,5,5,25,1,0
85,530,5,5,30,1,0
90,535,5,5,35,1,0
95,540,5,5,40,1,0
100,545,5,5,45,1,0
105,550,5,5,50,1,0
110,555,5,5,55,1,0
115,560,5,5,60,1,0
120,565,5,-5,65,1,0
125,560,5,-5,70,1,0
130,555,5,-5,75,1,0
135,550,5,-5,80,1,0
140,545,5,-5,85,1,0
145,540,5,-5,90,1,0
150,535,5,-5,95,1,0
155,530,5,-5,100,1,0
160,525,5,-5,105,1,0
165,520,5,-5,110,1,0
170,515,5,-5,115,1,0
175,510,5,-5,120,1,0
180,505,5,-5,125,1,0
185,500,5,-5,130,1,0
190,495,5,-5,135,1,0
195,490,5,-5,140,1,0
200,485,5,-5,145,1,0
205,480,5,-5,150,1,0
210,475,5,-5,155,1,0
215,470,5,-5,160,1,0
220,465,5,-5,165,1,0
225,460,5,-5,170,1,0
230,455,5,-5,175,1,0
235,450,5,-5,180,1,0
240,445,5,-5,185,1,0
245,440,5,-5,190,1,0
250,435,5,-5,195,1,0
255,430,5,-5,200,1,0
260,425,5,-5,205,1,0
265,420,5,-5,210,1,0
270,415,5,-5,215,1,0
275,410,5,-5,220,1,0
280,405,5,-5,225,1,0
285,400,5,-5,230,1,0
290,395,5,-5,235,1,0
295,390,5,-5,240,1,0
300,385,5,-5,245,1,0
305,380,5,-5,250,1,0
310,375,5,-5,255,1,0
315,370,5,-5,260,1,0
320,365,5,-5,265,1,0
325,360,5,-5,270,1,0
330,355,5,-5,275,1,0
335,350,5,-5,280,1,0
340,345,5,-5,285,1,0
345,340,5,-5,290,1,0
350,335,5,-5,295,1,0
355,330,5,-5,300,1,0
360,325,5,-5,305,1,0
365,320,5,-5,310,1,0
370,315,5,-5,315,1,0
375,310,5,-5,320,1,0
380,305,5,-5,325,1,0
385,300,5,-5,330,1,0
390,295,5,-5,335,1,0
395,290,5,-5,340,1,0
400,285,5,-5,345,1,0
405,280,5,-5,350,1,0
410,275,5,-5,355,1,0
415,270,5,-5,360,1,0
420,265,5,-5,365,1,0
425,260,5,-5,370,1,0
430,255,5,-5,375,1,0
435,250,5,-5,380,1,0
440,245,5,-5,385,1,0
445,240,5,-5,390,1,0
450,235,5,-5,395,1,0
455,230,5,-5,400,1,0
460,225,5,-5,405,1,0
465,220,5,-5,410,1,0
470,215,5,-5,415,1,0
475,210,5,-5,420,1,0
480,205,5,-5,425,1,0
485,200,5,-5,430,1,0
490,195,5,-5,435,1,0
495,190,5,-5,440,1,0
500,185,5,-5,445,1,0
